EV; HR; LT; LG; NV; VL; NL; DG; SV; DT
105;20200213225546;-19.934301;-43.946454;20695;8;614;16;1;15751
105;20200213225404;-19.868765;-44.014331;40612;0;671;0;0;20484
105;20200213225526;-19.874802;-43.909743;20340;0;679;0;0;4425
105;20200213225543;-19.870742;-44.010435;40259;0;309;0;0;1027
105;20200213225540;-19.919856;-43.995660;31010;0;660;0;0;6660
105;20200213225413;-19.885274;-43.980368;40493;0;595;117
105;20200213225545;-20.020355;-44.028788;30226;0;234;0;0;4504
105;20200213225544;-19.934321;-43.946256;20918;9;579;31;2;4295
105;20200213225543;-19.881774;-43.914902;20317;22;1643;124;1;9205
105;20200213225543;-19.829585;-44.012843;11028;0;293;0;0;4
105;20200213225542;-19.868598;-43.950266;30628;33;952;327;2;18545
105;20200213225540;-19.918330;-43.888318;20654;22;695;164;0;1802
105;20200213225544;-19.895064;-43.949555;40541;1;5569;167;1;6319
105;20200213225542;-19.850266;-43.930082;30380;33;66;348;1;19552
105;20200213225543;-19.856873;-43.957807;20537;40;6940;217;1;5471
105;20200213225410;-19.838141;-43.936269;10822;0;303;0
105;20200213225544;-19.796564;-44.010865;20416;0;299;0;0;4238
105;20200213225544;-19.953176;-43.970091;30289;0;97;0;0;2427
105;20200213225411;-19.956901;-43.946248;30710;0;6;0;1;11608
105;20200213225544;-19.937789;-43.981977;30276;37;655;204;1;13752
105;20200213225541;-19.921059;-43.946263;20568;16;4661;148;1;16100
105;20200213225543;-19.852051;-43.956615;40564;5;402;124;1;3907
105;20200213225416;-19.992644;-44.040274;30940;0;908;0;0;5941
105;20200213225545;-19.940626;-43.948200;20590;38;574;203;1;8690
105;20200213225538;-19.852411;-43.927714;20517;0;4514;0;0;4916
105;20200213225416;-19.894516;-43.958556;11132;0;337;0;0;1820
105;20200213225535;-19.852188;-43.927681;20923;0;68;0;0;3561
105;20200213225355;-19.868492;-44.014557;40654;2;671;41;0;7006
105;20200213225524;-19.868990;-44.014460;40565;0;5700;0;0;4056
105;20200213225416;-19.868589;-44.014527;40610;0;671;0;0;7311
105;20200213225544;-19.932785;-43.977120;30614;35;5620;51;2;5297
105;20200213225417;-19.797279;-44.012154;10559;0;5609;0;0;5440
105;20200213225544;-19.908885;-44.002361;10509;20;59;345;1;18482
105;20200213225544;-19.949109;-43.925277;11156;15;1582;42;1;18568
105;20200213225343;-19.921143;-44.001610;30633;43;4023;234;1;15275
105;20200213225535;-19.958108;-43.942529;11105;0;585;0;1;13979
105;20200213225546;-19.852236;-43.908181;40465;33;1307;29;1;24421
105;20200213225546;-20.020062;-44.029605;30170;0;264;0;0;4386
105;20200213225543;-19.858225;-43.959902;20610;0;4023;160;1;5407
105;20200213225551;-19.881147;-43.897360;20013;0;565;0;2;18165
105;20200213225440;-19.967015;-43.958602;30756;34;351;292;2;3982
105;20200213225409;-19.875155;-43.908416;10517;0;727;102;0;9187
105;20200213225415;-19.796506;-44.011344;10760;0;6144;0;0;5260
105;20200213225544;-19.951100;-44.015369;30938;12;207;65;1;7602
105;20200213225543;-19.913800;-43.939082;40573;31;5700;105;1;13479
105;20200213225545;-19.956108;-43.985563;30381;0;5630;0;1;18071
105;20200213225543;-19.889475;-43.969331;40263;0;326;0;1;22988
105;20200213225534;-19.810361;-43.949225;10911;44;6847;321;1;1617
105;20200213225543;-19.862002;-43.922384;10395;56;821;241;1;2463
105;20200213225540;-19.953619;-44.003383;20449;7;79;167;2;20305
105;20200213225350;-19.874757;-43.909590;20019;0;1629;0;0;6823
105;20200213225418;-19.864102;-43.893966;20683;0;5477;0;0;5788
105;20200213225545;-19.939658;-43.908263;40757;22;1312;350;1;6115
105;20200213225416;-19.886033;-43.979085;10307;0;753;15;0;5379
105;20200213225546;-19.912364;-43.954954;10150;47;297;154;1;16497
105;20200213225546;-19.932519;-43.938823;30757;0;565;0;1;10946
105;20200213225542;-19.953522;-43.969911;30839;0;97;0;0;2450
105;20200213225546;-19.932461;-43.977620;40850;23;7119;210;1;23032
105;20200213225515;-19.860431;-43.962583;10696;58;550;66;1;31482
105;20200213225547;-19.935530;-43.994002;30874;36;987;202;1;22334
105;20200213225545;-19.908242;-43.913384;40338;0;655;0;1;4923
105;20200213225544;-19.884654;-43.950973;10795;46;5777;195;1;9065
105;20200213225416;-19.863746;-43.893882;30261;0;5220;0
105;20200213225544;-19.875830;-43.908398;10635;0;639;0;0;317
105;20200213225343;-19.961717;-43.989538;31021;0;1066;0;0;2619
105;20200213225543;-19.890702;-43.937608;40686;25;3399;50;1;11188
105;20200213225545;-19.798121;-43.952404;10984;13;6819;249;1;5157
105;20200213225545;-19.953203;-43.969806;30496;0;90;0;0;2974
105;20200213225543;-19.975724;-44.012340;20496;54;4023;340;1;25400
105;20200213225542;-19.861073;-43.976750;20524;27;5700;324;2;18501
105;20200213225343;-19.868351;-43.925148;30755;16;597;344;2;17548
105;20200213225524;-19.852071;-43.927529;20892;4;72;78;0;4222
105;20200213225417;-19.842595;-43.967372;20482;3;5564;345;1;25190
105;20200213225409;-19.885504;-43.980305;40554;0;6578;0;0;6418
105;20200213225551;-19.921351;-43.945561;20753;10;718;284;1;6975
105;20200213225545;-19.919230;-43.888376;20314;0;1643;0;0;5780
105;20200213225545;-19.993927;-44.027681;31049;13;7419;264;0;443
105;20200213225415;-19.885092;-43.980268;40496;0;4054;0
105;20200213225544;-19.904537;-43.987054;10628;49;4614;289;2;16829
105;20200213225544;-19.874342;-43.977150;11144;0;608;0;2;4549
105;20200213225538;-19.821641;-43.948696;10877;20;6904;354;1;0
105;20200213225542;-19.908636;-43.913908;40642;37;2374;64;1;14411
105;20200213225543;-19.863508;-43.935177;30605;0;4661;0;0;7016
105;20200213225406;-19.868415;-44.015063;40779;0;309;0
105;20200213225544;-19.902223;-43.928670;20621;35;5284;43;1;11724
105;20200213225317;-19.824817;-43.992147;10884;8;1911;73;1;6282
105;20200213225543;-19.968339;-43.964352;11109;0;597;0;2;1781
105;20200213225543;-19.853974;-43.968421;40527;28;5564;193;0;1254
105;20200213225543;-19.972273;-44.016230;40776;13;4021;250;1;36329
105;20200213225547;-19.956414;-43.985862;40734;0;908;212;1;24276
105;20200213225500;-19.944946;-44.010627;40737;16;962;129;1;39174
105;20200213225544;-19.796842;-44.011370;10359;0;516;0;0;5546
105;20200213225547;-19.952188;-43.970048;30844;0;899;296;0;12074
105;20200213225415;-19.838253;-43.936530;10907;0;3745;0;0;10100
105;20200213225543;-19.819604;-43.977750;10983;0;493;0;1;17456
105;20200213225546;-19.871878;-43.903312;20230;50;763;1;1;25853
105;20200213225418;-19.884787;-43.980070;40678;0;870;0
105;20200213225543;-19.912576;-43.973817;40851;0;7119;0;2;15948
105;20200213225545;-19.905231;-43.898244;30249;13;643;45;1;0
105;20200213225542;-19.935560;-44.009440;40320;11;312;2;1;1868
105;20200213225538;-19.945116;-43.989015;30987;0;5630;0;0;4484
105;20200213225543;-19.900049;-43.946046;20337;37;686;331;1;7877
105;20200213225542;-19.926527;-43.982935;40204;42;93;320;0;9
105;20200213225546;-19.898690;-43.915300;40675;0;3409;324;2;11386
105;20200213225538;-19.838126;-43.936425;10785;0;952;0;1;10906
105;20200213225342;-19.862801;-43.921382;20680;0;2496;0;0;3877
105;20200213225546;-19.796950;-44.011623;10358;0;5607;0;0;6991
105;20200213225317;-19.862654;-43.894875;30278;29;655;251;0;1154
105;20200213225546;-19.916856;-43.941706;40505;0;5559;0;1;10098
105;20200213225545;-19.975487;-44.013048;40358;11;919;78;1;1424
105;20200213225544;-19.925295;-43.949792;20667;5;68;236;2;14279
105;20200213225543;-19.922843;-43.931355;20665;0;72;0;1;15540
105;20200213225544;-20.002905;-44.025604;30960;0;1115;0;0;5434
105;20200213225519;-19.962840;-43.987795;30189;0;1115;0;0;6138
105;20200213225524;-19.863791;-43.893954;20298;0;655;0;1;34023
105;20200213225515;-19.918937;-43.934960;40802;0;962;0;1;21492
105;20200213225548;-19.900126;-43.928217;30632;0;5282;169;1;4238
105;20200213225545;-19.944180;-43.989585;30982;0;107;0;0;2524
105;20200213225539;-19.902925;-43.888903;10977;1;660;254;1;2797
105;20200213225546;-19.819820;-43.997249;10996;0;6808;167;1;12489
105;20200213225519;-19.899581;-43.927899;40343;23;407;4;1;18294
105;20200213225548;-19.808870;-43.970014;10886;17;514;284;1;11230
105;20200213225515;-19.908575;-43.932318;20584;40;5547;1;1;15226
105;20200213225413;-19.919673;-43.996022;40591;0;2374;0;0;5468
105;20200213225546;-19.864984;-43.927479;20192;29;1625;159;1;19250
105;20200213225419;-19.919004;-43.889004;20328;0;716;0
105;20200213225548;-19.816594;-43.953402;10582;35;6838;330;1;15671
105;20200213225419;-19.919071;-43.888986;20647;0;614;0
105;20200213225548;-19.857512;-43.960030;10796;23;5777;339;1;20215
105;20200213225413;-19.838273;-43.935854;10915;1;597;170;0;7745
105;20200213225546;-19.993572;-44.015039;30361;44;221;234;1;4977
105;20200213225545;-19.874188;-43.909293;20191;0;3695;0;0;6737
105;20200213225419;-19.797288;-44.013646;10560;0;5602;0
105;20200213225545;-19.842063;-43.968246;30475;0;6865;159;1;18871
105;20200213225514;-19.929005;-43.942733;20593;0;574;0;2;3992
105;20200213225545;-19.883042;-43.929954;20617;3;5397;340;1;14010
105;20200213225517;-19.923581;-43.987801;30895;27;677;222;1;11047
105;20200213225546;-19.953629;-43.969867;30836;0;97;0;0;2373
105;20200213225539;-19.851831;-43.927720;20429;0;847;0;0;1841
105;20200213225547;-19.918862;-43.997694;40558;0;4023;71;2;12298
105;20200213225548;-19.847117;-43.916801;20662;48;3693;226;1;16530
105;20200213225414;-19.885726;-43.979284;10641;0;753;0;0;5433
105;20200213225549;-19.814708;-43.955049;10797;0;541;0;1;27631
105;20200213225545;-19.935362;-43.937150;40853;42;4399;328;1;19490
105;20200213225549;-20.008156;-44.020472;30453;37;1085;0;1;4907
105;20200213225419;-19.919826;-43.997136;40625;0;737;0;2;19782
105;20200213225417;-19.876472;-43.906115;20171;0;664;0;0;12856
105;20200213225543;-19.918481;-43.937692;30668;32;66;250;2;11254
105;20200213225545;-19.934387;-43.952291;30597;38;952;222;1;14102
105;20200213225418;-19.920062;-43.996068;20897;0;2374;0;0;6127
105;20200213225549;-19.877427;-43.929095;10656;0;826;0;2;8567
105;20200213225448;-19.902778;-43.984906;20715;35;821;232;1;10802
105;20200213225313;-19.874645;-43.908697;20494;0;4023;0;0;11779
105;20200213225516;-19.994408;-44.023320;30555;0;207;0;1;31678
105;20200213225520;-19.904334;-43.987465;10913;20;303;334;2;15855
105;20200213225540;-19.864536;-43.927785;20598;13;5284;96;1;16918
105;20200213225539;-19.918915;-43.934911;10151;12;293;17;1;19675
105;20200213225545;-19.919579;-43.941475;10493;25;599;188;1;6917
105;20200213225419;-19.797327;-44.013561;10929;0;5602;0
105;20200213225418;-19.919683;-43.996119;40584;0;2374;0;0;6196
105;20200213225516;-19.920113;-43.997106;10828;0;402;0;0;3
105;20200213225545;-19.796787;-44.013914;20541;0;6144;0;0;4969
105;20200213225545;-19.930999;-43.967758;30416;55;207;273;1;19077
105;20200213225545;-19.911913;-43.955145;40495;36;7119;152;1;16070
105;20200213225549;-19.902843;-43.889880;10663;17;826;154;2;20655
105;20200213225515;-19.911799;-43.955059;10498;13;348;334;2;12462
105;20200213225417;-19.801027;-43.978178;10676;0;5777;0
105;20200213225546;-19.918668;-43.947721;10144;43;394;148;1;10264
105;20200213225548;-19.897643;-43.998034;40704;12;7119;327;2;21715
105;20200213225416;-19.992489;-44.040141;30551;0;905;0;0;3492
105;20200213225415;-19.863263;-43.935833;30414;0;7079;0;0;13400
105;20200213225539;-19.863387;-43.935514;30926;0;7079;141;2;14599
105;20200213225546;-20.006461;-44.034617;30227;25;934;344;1;11805
105;20200213225549;-19.818277;-43.949763;11014;7;6847;194;1;14013
105;20200213225347;-19.863676;-43.935586;30948;0;7079;73;2;14604
105;20200213225544;-19.851810;-43.927707;20921;0;79;0;0;17388
105;20200213225213;-19.922399;-43.963197;30566;47;905;105;1;12013
105;20200213225419;-19.829229;-44.013062;10711;0;5569;296;0;7623
105;20200213225549;-19.920671;-43.934889;40635;21;1041;147;2;7384
105;20200213225546;-19.924263;-43.896887;20285;0;3382;0;2;12688
105;20200213225519;-19.855850;-43.895773;20577;36;5547;88;0;4301
105;20200213225549;-19.863525;-43.927645;40332;0;1629;0;1;0
105;20200213225546;-19.857794;-43.960067;40549;33;4661;162;1;5827
105;20200213225547;-19.899193;-44.003702;11036;18;606;114;1;29664
105;20200213225549;-19.869717;-43.907492;10861;0;608;0;2;23899
105;20200213225545;-19.914040;-43.989170;40444;19;374;37;1;5970
105;20200213225547;-19.930641;-43.915746;10644;0;686;0;2;13274
105;20200213225549;-19.975421;-44.028441;30760;16;1319;190;1;1453
105;20200213225549;-19.926665;-43.931400;40841;16;288;56;1;17325
105;20200213225548;-19.900567;-43.928299;10811;0;502;271;1;12877
105;20200213225533;-19.961589;-43.989485;30613;0;5996;0;0;19277
105;20200213225546;-19.886102;-43.959960;40409;19;355;48;2;15103
105;20200213225408;-19.919985;-43.996286;31036;0;2374;357;2;27408
105;20200213225546;-19.913805;-43.939151;10790;29;495;106;1;14489
105;20200213225416;-19.919761;-43.996479;40766;0;5317;0;0;949
105;20200213225433;-19.973282;-44.019788;30442;1;911;274;1;11238
105;20200213225550;-19.838528;-43.936820;30600;0;3740;0;0;7974
105;20200213225541;-19.929309;-43.974630;20244;0;629;0;1;12244
105;20200213225519;-19.989630;-43.993485;30441;13;4958;265;1;12570
105;20200213225550;-19.918854;-43.888724;20656;0;716;0;0;4165
105;20200213225549;-19.928565;-43.959881;20737;8;653;90;2;1465
105;20200213225548;-19.813035;-43.953539;10683;11;1863;1;1;1482
105;20200213225541;-19.864274;-43.893928;30272;0;655;0;0;9964
105;20200213225417;-19.873906;-43.908841;10006;0;1627;0;0;5914
105;20200213225549;-19.918731;-43.937958;20290;36;3405;237;1;8070
105;20200213225530;-19.874195;-43.908894;20485;0;5397;0;0;5535
105;20200213225415;-19.830376;-44.014134;10888;0;368;0;0;6420
105;20200213225416;-19.875256;-43.909322;20335;0;725;0;0;9103
105;20200213225457;-19.874547;-43.909589;20438;0;639;0;0;15524
105;20200213225550;-19.824892;-43.961220;20622;25;6866;24;1;2756
105;20200213225519;-19.902087;-43.975149;60006;26;664;215;1;11759
105;20200213225518;-19.845765;-43.972772;20190;29;6811;244;1;762
105;20200213225546;-19.876312;-43.907163;20441;0;608;0;0;1113
105;20200213225417;-19.898852;-43.904104;20470;1;679;34;2;15989
105;20200213225548;-19.837963;-43.936249;10818;0;3755;0;0;5047
105;20200213225548;-19.916569;-43.998729;20814;39;372;148;2;17753
105;20200213225547;-19.917485;-43.948473;11083;46;5716;139;1;10928
105;20200213225549;-20.017894;-44.030927;30816;14;4015;116;0;6194
105;20200213225415;-19.919609;-43.995948;20894;0;737;0;0;3
105;20200213225546;-19.829282;-44.012997;10710;0;5569;0;0;7883
105;20200213225547;-19.912954;-43.968210;10174;26;360;75;1;8574
105;20200213225518;-19.922893;-43.945838;30504;0;353;0;1;8073
105;20200213225419;-19.875211;-43.909398;10229;0;1629;0;0;4937
105;20200213225540;-19.925367;-43.990716;40723;0;677;0;2;1635
105;20200213225546;-19.935637;-43.953156;11108;38;597;200;1;14897
105;20200213225546;-19.961763;-43.989721;30591;0;5620;0;0;19240
105;20200213225547;-19.807151;-43.979734;11124;0;1905;0;0;4008
105;20200213225548;-19.945115;-43.988646;30432;1;3357;136;0;5962
105;20200213225546;-19.973800;-44.021730;30073;8;1022;265;1;17235
105;20200213225527;-19.870827;-44.010430;40266;0;309;0;0;1071
105;20200213225415;-19.874133;-43.909523;10661;0;2657;0;0;3779
105;20200213225521;-19.855915;-43.960653;30655;22;4661;341;1;30482
105;20200213225541;-19.939700;-43.934229;40559;37;5700;274;2;6411
105;20200213225417;-19.846364;-43.973964;10152;23;5570;246;1;1020
105;20200213225549;-19.944409;-43.989636;30789;0;66;0;0;2717
105;20200213225548;-19.993894;-44.023730;30730;17;3999;225;1;14958
105;20200213225546;-19.821528;-43.947562;20611;15;4023;274;2;29086
105;20200213225417;-19.944066;-43.989504;30246;0;971;0;0;8002
105;20200213225418;-19.830564;-44.013661;11141;0;360;0;0;7288
105;20200213225546;-19.945349;-43.988802;30991;0;107;0;0;10099
105;20200213225548;-19.918268;-43.934871;20477;27;5282;12;1;13216
105;20200213225547;-19.976042;-44.015821;30650;10;4023;76;2;1048
105;20200213225507;-19.876098;-43.907039;40592;0;746;0;0;7222
105;20200213225544;-19.945230;-43.988738;30980;0;107;0;0;2531
105;20200213225418;-19.869030;-44.014963;10849;0;7140;0;0;8601
105;20200213225520;-19.973198;-43.967681;20587;28;952;46;2;3259
105;20200213225547;-19.925168;-43.949617;40805;0;908;0;1;17387
105;20200213225417;-19.866100;-43.915020;20913;0;372;0;1;22342
105;20200213225420;-19.963480;-43.963665;40428;0;33;125;0;6310
105;20200213225544;-19.797217;-44.012579;30452;4;5602;89;0;5647
105;20200213225418;-20.020440;-44.028797;30117;0;4015;0;0;6562
105;20200213225416;-19.919694;-43.995657;20805;0;334;0;0;9154
105;20200213225547;-19.860173;-43.960750;20615;54;5700;104;1;6743
105;20200213225550;-19.915948;-43.891768;40673;0;700;0;2;16578
105;20200213225547;-19.966721;-43.943133;40562;58;5700;62;2;2383
105;20200213225551;-19.894966;-43.925163;40335;22;677;196;1;0
105;20200213225421;-19.867689;-43.898897;20686;0;407;0;1;25598
105;20200213225408;-19.868598;-44.014747;40597;0;1077;0;0;7100
105;20200213225418;-20.020989;-44.029044;30314;0;253;0;0;4744
105;20200213225417;-19.901507;-43.990780;20530;0;5675;0;1;14780
105;20200213225547;-19.973226;-44.018367;30116;24;926;240;1;5789
105;20200213225550;-19.921582;-43.943152;20774;34;655;61;2;8426
105;20200213225546;-19.919863;-44.010948;20819;0;372;0;2;22599
105;20200213225547;-19.869407;-43.995322;40842;16;288;291;1;32418
105;20200213225522;-19.918586;-43.888127;20749;0;695;0;0;0
105;20200213225446;-19.973313;-44.019432;30561;0;917;0;1;13113
105;20200213225550;-20.020742;-44.028942;30682;0;7419;0;0;4425
105;20200213225320;-19.819183;-43.939795;20307;0;558;0;1;2776
105;20200213225538;-19.875151;-43.909309;20865;0;725;0;0;9127
105;20200213225418;-19.870760;-44.010145;40796;0;307;0;0;1043
105;20200213225419;-19.992751;-44.040299;30950;0;207;0;1;31487
105;20200213225548;-19.940455;-43.967272;40422;2;595;220;1;17152
105;20200213225549;-19.870578;-44.009467;40466;0;7121;0;1;9
105;20200213225548;-19.901884;-43.990550;40632;0;7019;0;1;18549
105;20200213225549;-19.803847;-43.979806;10870;21;521;91;1;7874
105;20200213225419;-19.902273;-43.963911;10959;0;877;0
105;20200213225418;-19.837984;-43.936329;10906;0;813;0;0;3599
105;20200213225547;-19.980214;-44.028692;30729;17;3999;48;1;18560
105;20200213225520;-19.980462;-43.983503;30821;42;1115;337;1;33473
105;20200213225547;-19.956488;-43.957763;30629;48;952;145;1;17125
105;20200213225551;-19.920231;-43.921626;20179;0;612;0;1;14543
105;20200213225518;-19.943815;-43.989227;30666;0;66;0
105;20200213225551;-19.915713;-43.941828;10311;28;753;99;2;4991
105;20200213225409;-19.851712;-43.927319;20877;0;68;0;0;3598
105;20200213225545;-19.951080;-43.971355;10397;17;636;329;2;1668
105;20200213225548;-19.904790;-43.944410;20526;33;5700;345;2;9736
105;20200213225550;-19.797461;-44.012232;10791;0;495;0;0;6832
105;20200213225540;-19.934191;-43.915901;10921;0;667;0;2;10901
105;20200213225538;-19.874441;-43.909808;20193;0;3695;0;0;6057
105;20200213225518;-19.940341;-43.912747;40297;15;8;0;1;6150
105;20200213225551;-19.953405;-43.969971;30305;0;348;260;0;6135
105;20200213225314;-19.874357;-43.909976;10537;0;619;0;0;3840
105;20200213225321;-19.970552;-43.944814;30181;55;238;17;1;15000
105;20200213225402;-19.875411;-43.909457;20743;0;565;0;0;2211
105;20200213225547;-19.945161;-43.988843;30983;0;3357;0;0;20340
105;20200213225551;-19.907949;-43.983507;10396;0;821;0;2;12974
105;20200213225418;-19.870682;-44.010445;40728;0;307;0
105;20200213225451;-19.885890;-43.980054;40691;0;700;0
105;20200213225402;-19.868435;-44.014448;40473;0;671;0;0;7274
105;20200213225549;-19.858545;-43.964017;40631;19;7018;81;1;8336
105;20200213225415;-19.862934;-43.921025;20571;0;3740;0;0;7092
105;20200213225419;-19.876514;-43.906150;20232;0;890;0;0;3840
105;20200213225547;-19.912593;-43.994195;10891;39;368;337;1;19895
105;20200213225544;-19.963750;-43.963951;30581;0;952;0;0;1984
105;20200213225550;-19.869084;-43.947259;30928;26;7081;81;1;22287
105;20200213225416;-19.863207;-43.921006;20701;0;703;0;0;2513
105;20200213225125;-19.840550;-43.965343;20769;17;5711;238;1;9688
105;20200213225552;-20.019969;-44.029416;10526;0;266;0;0;4513
105;20200213225547;-19.936274;-43.957118;20332;21;651;195;1;6895
105;20200213225420;-19.919651;-43.996164;40586;0;2374;0;0;5295
105;20200213225413;-19.873925;-43.909241;10020;0;1629;0;0;7288
105;20200213225548;-19.895679;-43.949109;10950;43;4736;342;1;20090
105;20200213225548;-19.913329;-43.940932;30925;38;7079;322;2;4970
105;20200213225422;-19.952771;-43.970100;30290;0;348;200
105;20200213225550;-19.924689;-43.926643;30507;1;674;349;2;8060
105;20200213225419;-19.873854;-43.909192;20229;0;619;0;0;3791
105;20200213225215;-19.895100;-43.969001;30735;45;351;192;1;555
105;20200213225520;-19.863355;-43.928604;40511;25;502;235;1;29383
105;20200213225551;-19.809397;-43.965115;40442;16;1921;102;1;3198
105;20200213225547;-19.920081;-43.940000;10865;21;679;61;2;9812
105;20200213225422;-19.992523;-44.039895;30778;0;4018;0;0;3222
105;20200213225522;-19.903696;-43.931968;40396;41;309;70;1;15544
105;20200213225453;-19.864003;-43.927840;40828;10;6799;54;1;21978
105;20200213225544;-19.994081;-44.033293;30399;17;3999;79;1;3521
105;20200213225423;-19.901785;-43.963903;11112;0;712;0
105;20200213225522;-19.955700;-43.977187;31034;35;243;299;1;34785
105;20200213225548;-19.874299;-43.909057;20472;0;698;0;0;4137
105;20200213225415;-19.869062;-44.014789;10847;0;402;0;0;8314
105;20200213225542;-19.830389;-44.012873;10713;20;360;42;0;7057
105;20200213225418;-19.876406;-43.906216;40158;0;6740;0;0;7393
105;20200213225520;-19.851651;-43.927353;20873;0;79;0;0;879
105;20200213225523;-19.874248;-43.909130;10634;0;3695;0;0;13586
105;20200213225549;-19.939034;-43.935166;40563;26;5700;153;1;16878
105;20200213225549;-19.931666;-43.976953;30610;26;5620;224;1;13526
105;20200213225549;-19.994393;-44.023377;30765;0;206;0;1;34325
105;20200213225550;-19.898014;-44.005579;10507;20;59;109;0;2495
105;20200213225518;-19.926462;-43.932460;40831;2;700;20;1;5854
105;20200213225550;-19.914272;-43.928406;40510;44;502;328;1;22799
105;20200213225422;-19.839091;-43.904646;20682;0;416;0;1;32165
105;20200213225420;-19.924844;-43.916602;10178;35;772;14;1;17618
105;20200213225523;-19.861968;-43.938232;30930;3;7081;241;1;1530
105;20200213225439;-19.838265;-43.936585;11095;0;810;0
105;20200213225419;-19.863574;-43.920876;20793;0;579;0;0;3972
105;20200213225522;-19.883189;-43.963164;30616;54;5620;248;0;5527
105;20200213225153;-19.909197;-43.894613;20792;0;7438;0;0;1541
105;20200213225552;-19.901664;-43.906089;10623;24;641;77;2;14398
105;20200213225552;-19.925233;-43.949687;11151;3;636;240;1;7845
105;20200213225421;-19.920043;-43.996119;30902;0;100;0;0;5253
105;20200213225449;-19.910864;-44.006367;40854;25;4399;327;1;31201
105;20200213225421;-19.962916;-43.974321;10922;11;59;221;2;24544
105;20200213225547;-19.904260;-43.906021;20194;38;2359;204;1;9280
105;20200213225419;-19.963560;-43.963895;30849;0;100;0;0;8011
105;20200213225517;-19.881816;-43.903849;40762;24;684;14;2;17287
105;20200213225551;-19.921586;-43.945916;40109;36;364;157;1;12127
105;20200213225551;-19.822151;-43.946314;20595;20;5777;298;1;26020
105;20200213225548;-19.926248;-43.935252;10755;5;5547;154;1;11813
105;20200213225416;-19.963949;-43.963623;30248;0;565;353;0;11169
105;20200213225546;-19.838459;-43.936812;30593;0;3740;0;0;4831
105;20200213225545;-19.807867;-43.970044;10692;34;550;142;1;40476
105;20200213225523;-19.868472;-44.014492;30528;0;1077;0;0;7231
105;20200213225551;-19.873399;-43.977011;40486;0;6799;0;1;11300
105;20200213225518;-19.796752;-44.013340;10843;0;495;0;0;5372
105;20200213225422;-19.962897;-43.987826;30409;0;1066;0;0;2659
105;20200213225551;-19.968397;-43.971529;30251;38;643;8;1;18689
105;20200213225539;-19.975139;-43.977254;40848;27;7419;29;1;13551
105;20200213225545;-19.858345;-43.893681;20759;2;763;137;1;28887
105;20200213225422;-19.909129;-43.895208;20345;0;7438;0;0;1471
105;20200213225553;-19.903533;-43.893602;40721;23;660;316;2;24203
105;20200213225522;-19.800910;-43.977886;10336;0;544;0;0;0
105;20200213225547;-19.964006;-43.963886;30737;0;599;0;0;0
105;20200213225522;-19.922612;-43.927775;20228;25;763;147;1;15061
105;20200213225522;-19.902348;-43.976646;10669;12;340;265;2;13222
105;20200213225519;-19.830326;-44.017929;10737;14;297;286;1;39451
105;20200213225549;-19.971695;-43.949670;30805;51;245;280;1;14890
105;20200213225424;-19.801081;-43.978308;10420;0;1920;0
105;20200213225549;-19.885165;-43.980575;10703;0;5564;0
105;20200213225547;-19.923088;-43.942462;20809;35;737;194;1;10495
105;20200213225523;-19.838000;-43.936785;10495;0;597;0;0;7521
105;20200213225447;-19.981861;-44.010297;30742;60;6640;165;1;3034
105;20200213225424;-19.895464;-43.937811;40390;0;746;0;2;9491
105;20200213225523;-19.932063;-43.994416;30241;53;971;212;1;18552
105;20200213225552;-19.797439;-44.013506;10816;0;541;0;0;5600
105;20200213225542;-19.852568;-43.927656;20508;2;4514;28;0;4998
105;20200213225544;-19.918731;-43.938111;20641;39;579;237;1;6088
105;20200213225521;-19.802821;-43.973532;10441;9;7040;146;1;11205
105;20200213225352;-19.956340;-44.016731;30565;32;207;154;1;25928
105;20200213225552;-19.940197;-44.002820;30661;28;84;281;1;10164
105;20200213225552;-19.951996;-43.967629;20178;15;629;344;1;20647
105;20200213225420;-19.869790;-44.014521;10579;0;5716;0;0;5078
105;20200213225418;-19.884764;-43.980386;40491;0;3399;0
105;20200213225420;-19.963557;-43.963647;30368;0;103;0;0;5617
105;20200213225422;-19.795922;-44.011455;10838;0;6144;0;0;5234
105;20200213225420;-19.870688;-44.009937;40501;0;5559;0;0;0
105;20200213225550;-19.948133;-43.976502;40754;5;355;285;1;14623
105;20200213225420;-19.919117;-43.888951;20413;0;576;0;0;7906
105;20200213225552;-19.800905;-43.977846;10337;0;533;0;0;0
105;20200213225526;-19.882870;-43.950809;10680;26;541;168;1;10495
105;20200213225548;-19.869683;-44.014530;40661;0;674;0;0;19115
105;20200213225522;-19.908479;-43.932285;20585;54;5547;181;1;6601
105;20200213225424;-20.002586;-44.025636;30996;5;238;154;0;14328
105;20200213225422;-19.873794;-43.909203;20557;0;5284;0;0;5812
105;20200213225421;-19.801049;-43.978584;10875;0;1918;0
105;20200213225553;-19.878935;-43.961734;10500;30;693;221;2;3604
105;20200213225524;-19.927174;-43.920047;20716;0;636;0;2;11782
105;20200213225550;-19.984427;-43.947031;30623;12;103;152;1;19070
105;20200213225524;-19.869883;-43.986175;40568;21;5700;176;0;590
105;20200213225552;-19.947541;-43.942723;20257;0;617;0;1;7741
105;20200213225522;-19.833194;-43.888580;10391;19;1629;285;1;14259
105;20200213225522;-19.944124;-43.989386;30787;0;66;0;0;2589
