EV; HR; LT; LG; NV; VL; NL; DG; SV; DT
105;20200213225359;-19.953282;-43.969756;31002;0;90;0
105;20200213225537;-19.839646;-43.951465;10619;32;5711;132;1;3383
105;20200213225533;-19.917834;-43.947273;20722;47;872;72;0;3890
105;20200213225532;-19.894463;-43.949666;40545;24;5569;341;1;11933
105;20200213225304;-19.916532;-43.982428;10898;10;1041;97;2;433
105;20200213225406;-19.963689;-43.964130;30620;0;5713;0;0;9864
105;20200213225535;-19.864720;-43.899872;20172;21;763;205;0;5349
105;20200213225535;-19.920943;-43.928264;30320;5;649;266;1;6566
105;20200213225405;-19.874264;-43.910060;10561;0;725;0;0;8938
105;20200213225547;-19.931018;-43.964885;30961;34;100;262;2;14257
105;20200213225536;-19.851898;-43.922057;20666;35;72;197;1;3919
105;20200213225543;-19.921789;-43.910105;40825;0;3399;165;2;9580
105;20200213225529;-19.838025;-43.936338;11010;0;5616;0;0;3045
105;20200213225528;-19.962039;-43.989628;30817;0;5620;0;0;19009
105;20200213225535;-19.913562;-43.958489;10962;33;674;304;1;8309
105;20200213225535;-19.931329;-43.974987;30438;44;5628;50;1;5559
105;20200213225537;-19.872774;-43.982782;10308;20;608;180;1;20972
105;20200213225332;-19.944103;-43.980066;30694;28;109;121;0;363
105;20200213225533;-19.806905;-43.979460;11126;0;3757;0
105;20200213225534;-19.985567;-44.037983;30570;35;924;289;1;2678
105;20200213225533;-19.803316;-43.989681;10464;25;516;273;1;2437
105;20200213225535;-19.839505;-43.984961;10544;44;6898;247;1;3270
105;20200213225536;-19.961787;-43.989868;30615;0;5620;0;0;20609
105;20200213225533;-19.856928;-43.960268;20532;22;5675;340;2;13853
105;20200213225401;-19.863943;-43.927591;10372;0;803;0;1;10026
105;20200213225534;-19.791575;-43.965740;10440;9;7040;86;1;6645
105;20200213225533;-19.924316;-43.926679;20473;11;5282;137;1;9041
105;20200213225406;-20.019953;-44.028924;30673;0;2186;329;0;9105
105;20200213225403;-19.842211;-43.967478;10165;1;6902;73;1;20068
105;20200213225534;-19.904082;-44.002956;30193;25;1066;309;1;19884
105;20200213225535;-19.868955;-44.014518;40561;0;5700;0;0;4317
105;20200213225504;-19.930721;-43.930780;30955;21;1115;192;1;21603
105;20200213225537;-19.851501;-43.934026;10905;47;810;27;1;2079
105;20200213225534;-19.903555;-43.944603;40569;21;5700;354;2;11019
105;20200213225535;-19.927143;-43.982069;40206;0;93;0;0;4074
105;20200213225538;-19.809552;-43.968905;10733;0;541;0;0;0
105;20200213225537;-19.937144;-43.994809;30962;47;33;47;1;9997
105;20200213225404;-19.920028;-43.996860;10970;0;737;0;2;19742
105;20200213225531;-19.925674;-43.929613;20626;52;629;58;1;29251
105;20200213225533;-19.853132;-43.921796;20679;48;5538;28;1;1793
105;20200213225536;-19.838461;-43.936841;10765;0;6578;0;0;8648
105;20200213225536;-19.857145;-43.928916;20392;25;1623;23;1;1305
105;20200213225406;-19.885045;-43.980395;40420;0;723;0
105;20200213225538;-19.904039;-43.944602;10730;32;5564;171;1;7426
105;20200213225533;-19.924704;-43.937453;10705;0;5564;0;1;10745
105;20200213225535;-19.863742;-43.893950;20288;0;660;0;0;7186
105;20200213225401;-19.874602;-43.908820;20463;0;565;0
105;20200213225406;-20.019935;-44.029505;30344;0;1057;0
105;20200213225403;-19.885602;-43.979282;11072;0;340;0;0;5375
105;20200213225536;-19.804166;-43.974593;10361;35;6899;286;0;1088
105;20200213225529;-19.870879;-44.010598;40140;0;326;0;0;7795
105;20200213225537;-19.989177;-43.992381;30939;32;908;53;1;2736
105;20200213225539;-19.801028;-43.985157;10601;24;6861;318;1;13924
105;20200213225536;-19.863661;-43.927661;40436;0;6799;308;1;23351
105;20200213225536;-19.842636;-43.967832;40327;0;6821;119;1;10554
105;20200213225404;-19.863335;-43.920973;20529;0;5397;0;0;2221
105;20200213225531;-19.871010;-44.010771;40633;1;7019;303;0;4968
105;20200213225400;-19.974164;-44.022393;30400;1;3999;275;1;21792
105;20200213225405;-19.874635;-43.908771;20461;0;763;0
105;20200213225535;-19.945464;-44.009624;40426;0;329;0;1;29773
105;20200213225529;-19.908009;-43.943421;40674;11;700;165;2;7274
105;20200213225404;-19.961947;-43.989756;30542;0;6538;318;0;19447
105;20200213225401;-19.943949;-43.989466;30634;0;4023;0
105;20200213225535;-19.924256;-43.923279;40285;34;6740;103;1;4974
105;20200213225536;-19.861013;-43.925936;20446;52;68;214;2;4372
105;20200213225406;-19.871045;-44.010128;40643;0;307;216;0;1098
105;20200213225530;-19.858923;-43.914380;20643;48;1631;80;1;2349
105;20200213225537;-19.861177;-43.925351;30430;35;3357;59;1;18492
105;20200213225536;-19.902158;-43.931080;40744;23;585;199;1;5999
105;20200213225314;-19.874434;-43.909686;10010;0;610;0;0;8213
105;20200213225402;-19.864333;-43.893357;20775;0;409;0;0;584
105;20200213225537;-19.869594;-44.014635;40750;0;355;0;0;9538
105;20200213225505;-19.973478;-44.020692;30663;0;971;0;1;30720
105;20200213225532;-19.851557;-43.927676;20870;0;844;19;0;1813
105;20200213225405;-19.838237;-43.936470;11097;0;5614;0;0;2977
105;20200213225405;-19.920016;-43.995566;11155;0;334;0;0;7123
105;20200213225509;-19.909186;-43.950676;10303;0;6740;0;1;20936
105;20200213225538;-19.986405;-43.988413;30723;31;3995;45;1;21012
105;20200213225533;-19.962753;-43.972670;30484;0;597;0;1;23215
105;20200213225535;-19.869659;-44.014648;40407;0;5716;0;0;9259
105;20200213225407;-20.002803;-44.025373;30530;0;4002;0;0;14183
105;20200213225538;-19.868640;-44.014689;40601;0;340;0;1;15634
105;20200213225405;-19.885766;-43.980102;40819;0;3399;0
105;20200213225539;-19.804560;-43.970876;10867;24;493;324;0;2684
105;20200213225531;-19.904130;-43.894083;20175;39;612;220;1;4896
105;20200213225536;-19.913970;-43.931666;40417;32;594;14;2;8622
105;20200213225536;-19.943347;-43.914565;20827;0;624;0;1;13284
105;20200213225532;-19.963641;-43.963953;30621;0;643;0;0;1734
105;20200213225533;-19.911633;-43.955181;30525;25;309;332;2;15884
105;20200213225535;-19.822371;-43.948198;20834;0;4514;0;1;34374
105;20200213225408;-19.831056;-44.014082;11051;0;362;0;0;6399
105;20200213225539;-19.878195;-43.911717;20638;8;2496;222;1;17659
105;20200213225535;-19.924019;-43.964130;30837;17;97;195;2;7801
105;20200213225532;-19.870411;-43.946997;10488;39;5286;244;1;28961
105;20200213225535;-19.891677;-43.965060;10693;41;550;313;1;26425
105;20200213225300;-19.948879;-43.982594;30437;34;5628;122;1;16832
105;20200213225535;-19.885674;-43.913008;10314;30;753;175;1;1673
105;20200213225537;-19.863496;-43.927120;10903;0;813;21;1;13032
105;20200213225535;-19.804741;-43.927250;10170;0;6847;0;1;7065
105;20200213225536;-19.914536;-44.026490;40636;19;2374;75;2;20375
105;20200213225438;-19.885775;-43.980215;40693;0;380;0;0;6581
105;20200213225407;-19.918895;-43.888882;20315;0;614;0;0;2170
105;20200213225406;-19.797638;-44.011823;10807;0;502;0
105;20200213225542;-19.822256;-43.947076;20252;1;3749;117;1;9845
105;20200213225536;-19.987322;-44.008630;30183;15;238;230;1;39750
105;20200213225538;-19.946584;-44.000458;30667;3;66;206;2;19749
105;20200213225535;-19.903515;-43.903143;40599;48;693;114;2;16279
105;20200213225434;-19.899310;-44.015129;10574;35;5706;220;1;3495
105;20200213225518;-19.842394;-43.967150;40578;0;6864;261;1;18214
105;20200213225528;-19.804502;-43.930448;10878;18;6904;324;1;7359
105;20200213225536;-19.920337;-43.954678;30520;43;355;285;1;7603
105;20200213225537;-19.873980;-43.909623;20370;0;1563;0;0;6398
105;20200213225538;-19.977172;-44.004850;30761;12;938;215;1;14090
105;20200213225538;-19.944978;-43.989315;30635;0;4023;0;0;7995
105;20200213225537;-19.931384;-43.947599;10625;24;620;196;1;6131
105;20200213225536;-19.864464;-43.894404;20550;0;5477;0;0;5970
105;20200213225536;-20.001708;-43.964586;30373;22;5713;310;1;5383
105;20200213225408;-19.920001;-43.995759;30898;0;737;0;2;19804
105;20200213225405;-19.944056;-43.989179;30985;0;5632;0;0;2686
105;20200213225533;-19.927061;-43.933282;20287;7;614;308;1;5953
105;20200213225547;-19.999718;-44.002091;31030;30;243;254;0;156
105;20200213225541;-19.856073;-43.918983;20459;33;1633;67;1;1674
105;20200213225410;-19.864312;-43.893312;20776;0;622;0;0;5728
105;20200213225538;-19.810122;-43.986479;10602;16;6865;133;1;12630
105;20200213225536;-20.020486;-44.028827;30443;0;268;0;0;5197
105;20200213225538;-19.889992;-43.996340;40852;31;7119;352;1;3956
105;20200213225535;-20.009558;-44.029722;30171;12;253;159;1;4513
105;20200213225538;-19.871480;-43.904597;10912;0;303;0;1;19015
105;20200213225534;-19.868353;-43.955985;40566;0;5700;0;2;15183
105;20200213225536;-19.984092;-44.033999;30229;41;1022;256;1;2121
105;20200213225542;-19.973801;-43.948429;30967;0;351;0;1;17304
105;20200213225409;-19.885639;-43.979636;10317;0;693;81;0;20148
105;20200213225536;-19.951599;-43.931549;31000;0;90;0;1;11089
105;20200213225535;-19.809517;-43.970071;10779;0;550;0;1;40581
105;20200213225413;-19.876638;-43.907205;60007;0;664;0
105;20200213225538;-19.975859;-44.014900;30460;0;905;0;1;1231
105;20200213225539;-19.861110;-43.926143;20074;0;1625;0;1;0
105;20200213225408;-19.797175;-44.012457;40577;0;5602;0;0;3401
105;20200213225537;-19.796471;-44.011299;10803;0;502;0;0;5223
105;20200213225406;-19.796266;-44.011435;20491;0;5577;0;0;5597
105;20200213225440;-19.931164;-43.968187;11066;8;59;93;1;7202
105;20200213225409;-20.020092;-44.029157;30867;0;987;0;0;6439
105;20200213225410;-19.920074;-43.996098;30749;0;1041;0;0;2645
105;20200213225405;-19.885891;-43.980393;40663;0;594;0
105;20200213225533;-19.870930;-44.010850;40844;0;288;0;0;448
105;20200213225541;-19.982661;-44.032576;30550;35;917;210;1;1729
105;20200213225542;-19.831053;-44.013928;10147;0;362;0;0;6369
105;20200213225537;-19.889774;-43.967053;10896;34;293;157;1;10802
105;20200213225538;-20.007399;-44.034452;10524;7;934;161;1;4742
105;20200213225539;-20.014782;-44.038830;30809;30;4015;100;1;7546
105;20200213225536;-19.945438;-43.988892;30783;0;3357;0;0;5931
105;20200213225405;-19.871313;-43.904699;11102;0;303;0;1;18797
105;20200213225409;-19.953539;-43.969645;60001;0;4819;0;0;3860
105;20200213225538;-19.818657;-43.978816;10930;6;6865;272;1;5457
105;20200213225410;-19.875113;-43.909287;10077;0;679;0;0;14410
105;20200213225534;-19.918877;-43.888669;20533;0;574;0;0;12213
105;20200213225536;-19.909745;-43.937852;10939;0;597;0;2;12043
105;20200213225407;-19.809394;-43.969375;40450;0;505;345;1;10716
105;20200213225540;-19.800967;-43.977861;10333;0;1976;0;0;0
105;20200213225408;-19.864408;-43.893324;20893;0;660;0;0;8640
105;20200213225536;-19.852362;-43.927746;20523;0;4514;158;0;5714
105;20200213225541;-19.885878;-43.980697;40392;1;6799;240;0;7292
105;20200213225541;-19.877556;-43.943850;20536;0;574;0;2;12012
105;20200213225541;-19.796532;-44.011807;20247;0;1917;0;0;5585
105;20200213225540;-20.005210;-44.035782;30179;9;232;349;1;2672
105;20200213225540;-20.019935;-44.029438;30180;0;253;0;0;4505
105;20200213225545;-19.898556;-43.918609;20466;2;624;327;1;1
105;20200213225407;-19.876505;-43.905818;10639;0;1310;0;0;8411
105;20200213225540;-19.932842;-43.977908;30186;0;5628;0;1;14589
105;20200213225409;-19.884744;-43.980263;40694;0;870;0
105;20200213225539;-19.952692;-43.937515;20789;12;622;200;1;12644
105;20200213225235;-19.947993;-43.992162;30915;10;353;78;1;14869
105;20200213225541;-20.020118;-44.029542;30169;0;249;0;0;6766
105;20200213225411;-19.918925;-43.888678;20535;0;574;0;0;11230
105;20200213225536;-19.852246;-43.911151;10354;32;1563;51;1;3497
105;20200213225541;-19.915331;-43.934165;20831;32;372;201;2;8884
105;20200213225410;-19.920195;-43.996089;30905;0;100;0;0;6164
105;20200213225537;-19.846302;-43.978950;10892;38;5570;58;1;13080
105;20200213225532;-19.942377;-43.998666;30903;0;103;0;3;14819
105;20200213225538;-19.913994;-43.902690;20660;34;614;77;1;22983
105;20200213225241;-19.934359;-43.917719;40468;21;10;93;1;4951
105;20200213225310;-19.916578;-43.917151;20738;25;653;102;2;8116
105;20200213225536;-19.931019;-43.965088;40557;30;402;259;1;16379
105;20200213225540;-19.987626;-43.989931;40806;13;908;234;1;29411
105;20200213225539;-19.838425;-43.936222;10766;0;952;0
105;20200213225406;-19.906023;-44.017169;40447;0;374;0;0;2485
105;20200213225542;-19.927667;-43.942357;30501;0;90;0;1;5659
105;20200213225410;-19.822300;-43.947002;10490;0;3755;0;1;7493
105;20200213225526;-19.901143;-43.991101;10674;0;5706;0;0;0
105;20200213225540;-19.944327;-43.989549;30351;0;107;0;0;2597
105;20200213225541;-19.921632;-43.881151;40456;12;2359;82;1;24469
105;20200213225528;-19.852338;-43.927661;20515;0;4514;0;0;5025
105;20200213225538;-19.885280;-43.977274;40667;14;595;234;0;14214
105;20200213225540;-19.892587;-43.928047;20646;47;2118;343;0;10680
105;20200213225407;-19.879636;-43.927898;40286;0;590;0;2;12391
105;20200213225539;-19.849231;-44.013829;10714;24;293;309;1;34005
105;20200213225541;-19.844322;-43.916608;20431;0;847;0;1;3049
105;20200213225539;-19.844452;-43.913023;20404;0;853;0;1;3193
105;20200213225540;-19.863105;-43.935503;30547;0;7079;0;0;20
105;20200213225536;-19.903415;-43.930676;20411;9;576;74;1;17201
105;20200213225536;-19.949715;-43.968897;30243;0;2557;0;1;15971
105;20200213225407;-19.919167;-43.934380;31045;0;1421;0;1;5316
105;20200213225408;-19.919638;-43.995625;20882;0;100;0;0;4962
105;20200213225408;-19.830559;-44.013899;10742;0;292;0;0;1572
105;20200213225540;-19.796930;-44.011685;10025;0;490;0;1;33424
105;20200213225540;-19.919023;-43.947520;40849;44;1582;151;1;9123
105;20200213225537;-19.908406;-43.913730;10171;3;693;103;1;5458
105;20200213225539;-19.951146;-43.985474;30492;0;353;0;1;16266
105;20200213225542;-19.809709;-43.970183;20542;0;502;0;1;38652
105;20200213225539;-19.815542;-43.942576;11012;12;3753;84;1;1562
105;20200213225409;-19.837761;-43.936642;10497;1;597;48;0;7482
105;20200213225540;-19.962419;-43.987556;30446;0;636;0;0;16748
105;20200213225538;-19.864408;-43.893802;20560;0;5477;0;0;5844
105;20200213225536;-19.869404;-44.014449;40534;0;5559;0;0;9480
105;20200213225539;-19.993961;-44.028851;30556;20;207;268;0;730
105;20200213225543;-19.915283;-43.943106;10918;17;667;198;2;5506
105;20200213225537;-19.938402;-44.001540;40738;19;962;196;1;10552
105;20200213225533;-19.851751;-43.927165;20926;0;79;0;0;849
105;20200213225408;-19.994978;-44.023875;30563;0;207;0;1;31469
105;20200213225542;-19.840728;-43.910914;20444;38;851;212;1;13612
105;20200213225410;-19.876451;-43.907139;10399;0;585;0;0;8022
105;20200213225539;-19.910151;-43.929308;20858;20;576;3;1;16037
105;20200213225538;-19.865701;-43.956950;10813;39;541;341;1;20944
105;20200213225310;-19.864213;-43.926814;20476;0;5282;0;1;20798
105;20200213225540;-19.924396;-43.948384;40395;0;592;0;1;7293
105;20200213225541;-19.829704;-44.023916;11043;0;293;0;1;37525
105;20200213225535;-19.992118;-44.018955;30554;22;207;257;1;30831
105;20200213225541;-19.885342;-43.949889;20592;22;574;24;2;9385
105;20200213225540;-19.892856;-43.927947;20703;48;624;343;0;8418
105;20200213225541;-19.923160;-43.891777;10381;0;772;0;0;0
105;20200213225538;-19.821715;-43.948867;10438;9;548;294;1;0
105;20200213225541;-19.893825;-43.924959;20240;11;826;252;1;11507
105;20200213225542;-19.866273;-43.908485;10606;0;597;0;2;21426
105;20200213225540;-19.904480;-43.934080;40214;37;608;71;2;15480
105;20200213225531;-19.913980;-43.940497;30970;38;599;331;2;12424
105;20200213225538;-19.870989;-44.010674;40629;0;7018;0;0;4601
105;20200213225409;-19.945080;-43.989247;30637;0;4023;0;0;8471
105;20200213225538;-19.919220;-43.888421;20694;1;614;60;0;2531
105;20200213225541;-19.973291;-44.018428;30843;19;899;243;1;31687
105;20200213225403;-19.874411;-43.908913;40406;1;2657;225;0;4358
105;20200213225541;-19.969468;-43.963630;10380;27;872;84;1;9728
105;20200213225409;-19.919226;-43.888521;20652;0;3382;0
105;20200213225544;-19.814190;-43.955904;20548;52;502;124;1;1607
105;20200213225543;-19.910439;-43.909304;30489;36;643;154;0;2302
105;20200213225542;-19.973259;-44.022192;30397;0;3995;0;1;32113
105;20200213225403;-19.875096;-43.908471;20730;0;641;0;0;2702
105;20200213225408;-19.875238;-43.909309;10370;0;1563;0;0;5685
105;20200213225542;-19.913756;-43.994221;11085;42;5716;258;1;19002
105;20200213225539;-19.833907;-43.964090;10814;24;541;204;1;4483
105;20200213225410;-19.973649;-43.948277;10904;0;585;35;1;20109
105;20200213225535;-19.962751;-43.987763;30957;0;238;0;0;5433
105;20200213225537;-19.914146;-43.952046;40699;4;870;252;0;2523
105;20200213225543;-19.982365;-44.022562;30573;35;1686;347;1;7142
105;20200213225546;-19.863603;-43.926783;20403;14;844;230;1;0
105;20200213225542;-19.975565;-44.013359;30780;19;911;77;1;1372
105;20200213225442;-19.889705;-43.969408;40265;0;326;0;1;0
105;20200213225542;-19.796855;-44.011388;10994;0;299;0;0;4229
105;20200213225312;-19.834225;-43.904941;20467;22;5538;257;1;12781
105;20200213225408;-19.864360;-43.894579;20574;0;5284;0;0;5545
105;20200213225542;-19.864480;-43.928552;10840;0;4514;0;1;27333
105;20200213225540;-19.914512;-43.939913;11100;3;303;282;2;8478
105;20200213225542;-19.923721;-43.927052;10759;18;502;151;1;17962
105;20200213225413;-19.863821;-43.893707;40341;0;660;0;0;6922
105;20200213225533;-19.852112;-43.927762;20876;2;79;112;0;17419
105;20200213225538;-19.915780;-43.907920;20653;33;695;78;2;16932
105;20200213225526;-19.870753;-44.010397;40257;0;326;0;0;7960
105;20200213225541;-19.800298;-43.986534;10564;1;6861;63;1;5330
105;20200213225534;-19.913558;-43.994019;10689;8;606;176;1;4672
105;20200213225538;-19.974282;-43.943258;30802;0;348;0;2;1433
105;20200213225539;-19.919508;-43.947149;40623;24;2374;326;2;9413
105;20200213225540;-19.830433;-44.014063;11019;0;293;0;0;1434
105;20200213225536;-19.961690;-43.989542;30952;0;1066;0;0;1753
105;20200213225411;-19.875230;-43.908417;20835;0;755;0;1;14
105;20200213225404;-19.961871;-43.989411;30994;0;238;0;0;5828
105;20200213225536;-19.842356;-43.966311;10852;18;6864;9;1;18762
105;20200213225548;-19.929998;-43.973194;40321;46;33;288;1;20598
105;20200213225539;-19.898895;-43.981921;40139;8;288;213;1;7942
105;20200213225539;-19.826486;-43.999228;10768;17;5620;309;0;6216
105;20200213225539;-19.809784;-43.969790;10792;0;541;0;1;29885
105;20200213225410;-19.830533;-44.013985;11015;0;293;0;0;1499
105;20200213225538;-19.920003;-43.996291;40637;0;660;0;0;6724
105;20200213225408;-19.963032;-43.941401;30977;40;660;97;1;16435
105;20200213225537;-19.912948;-43.941064;11032;0;305;0;2;10914
105;20200213225543;-20.000400;-43.976224;30852;0;5713;0;1;33342
105;20200213225543;-19.834139;-43.963966;40386;0;6865;0;1;1476
105;20200213225415;-19.874632;-43.909469;10378;0;3697;0;0;3286
105;20200213225539;-19.849056;-43.919259;20663;46;3693;41;1;1856
105;20200213225540;-19.976143;-44.048020;31051;27;4021;11;1;3851
105;20200213225538;-19.922260;-43.942183;10798;0;4514;0;1;19009
105;20200213225539;-19.931198;-43.965185;30838;32;899;82;1;11886
105;20200213225540;-19.949169;-43.919620;30497;0;43;0;1;7808
105;20200213225534;-19.857259;-43.902614;10318;59;3835;257;1;16049
105;20200213225341;-19.991216;-43.968649;30887;46;1115;268;1;31339
105;20200213225544;-19.863357;-43.924314;10636;60;3835;57;1;1805
105;20200213225543;-19.909223;-43.894628;20245;0;629;0;0;1075
105;20200213225542;-19.923291;-43.941192;30524;3;592;104;2;11129
105;20200213225538;-19.821536;-43.948500;20569;7;4661;271;1;36609
105;20200213225539;-19.869811;-44.014543;10671;0;5716;0;3;0
105;20200213225540;-19.953554;-43.969667;30743;0;97;0;0;2388
105;20200213225542;-19.964953;-43.998303;11107;6;5286;134;1;42853
105;20200213225544;-19.977519;-44.005049;30678;0;938;0;1;4018
105;20200213225540;-19.915472;-44.002975;40655;13;1077;220;1;15679
105;20200213225544;-19.829752;-44.024014;10148;1;293;155;1;37474
105;20200213225544;-19.835515;-43.907115;20464;0;849;0;1;4181
105;20200213225541;-19.888202;-43.968203;11041;0;1058;0;1;9033
105;20200213225540;-19.916788;-43.928891;40830;26;3409;61;2;7761
105;20200213225409;-19.897062;-44.022226;10499;0;59;0;1;23319
105;20200213225544;-19.835144;-44.018068;10902;39;6800;211;1;8437
105;20200213225544;-19.825635;-43.956256;10777;48;550;219;1;3305
105;20200213225531;-19.838202;-43.936605;11003;0;303;0;0;13300
105;20200213225543;-19.935732;-43.937166;40792;49;326;153;1;11539
105;20200213225540;-19.858002;-43.896955;20457;33;2495;229;1;3572
105;20200213225542;-19.995099;-44.049639;10463;7;3997;323;1;4558
105;20200213225534;-19.830907;-44.014259;11049;0;362;0;0;5074
105;20200213225546;-19.963781;-43.946626;20798;39;579;218;2;256
105;20200213225543;-20.002991;-44.025515;30401;0;3995;0;0;14091
105;20200213225534;-19.923505;-43.927520;40602;0;358;0;1;15788
105;20200213225540;-19.986677;-43.945264;30850;10;103;323;1;19384
105;20200213225415;-19.953438;-43.969875;30627;0;952;0
105;20200213225411;-19.875263;-43.909318;20453;0;639;0;0;2944
105;20200213225551;-19.972746;-43.937115;10967;15;737;206;2;717
105;20200213225412;-19.868587;-44.014493;40598;0;1077;0;0;7116
105;20200213225509;-19.911592;-43.997157;10925;38;362;282;1;20796
105;20200213225412;-19.919643;-43.997405;40624;0;1041;0;0;2387
105;20200213225408;-19.838580;-43.936226;10611;0;597;100;1;3554
105;20200213225414;-19.963630;-43.964010;30858;0;643;0;0;1656
105;20200213225541;-19.818458;-43.971009;10928;27;6865;123;1;15741
105;20200213225412;-19.863727;-43.920929;20697;0;372;0;0;1262
105;20200213225534;-19.963683;-43.964170;30740;0;351;0;0;4249
105;20200213225541;-19.828936;-43.926487;20674;0;72;0;1;29278
105;20200213225541;-19.930337;-43.973625;30266;4;3405;58;2;4587
105;20200213225542;-19.849612;-43.919711;30417;46;416;34;1;27796
105;20200213225532;-19.852382;-43.927422;20562;0;4661;113;0;5454
105;20200213225413;-19.838038;-43.935877;10167;0;597;0;0;7493
105;20200213225451;-19.945079;-43.989260;30638;0;4023;0;0;7868
105;20200213225547;-19.912296;-43.943528;40685;30;3409;225;1;6432
105;20200213225543;-19.858525;-43.912951;30748;41;597;264;0;5670
105;20200213225410;-19.964042;-43.964168;30701;0;6;268;0;5253
105;20200213225541;-19.909373;-43.895222;20538;0;574;0;0;11629
105;20200213225545;-19.869740;-44.014529;40751;0;355;0
105;20200213225313;-19.862714;-43.921422;20817;0;624;0;0;6119
105;20200213225545;-19.796560;-44.011002;10754;0;6018;0;0;5239
105;20200213225540;-19.963691;-43.964125;30378;0;643;0;0;1718
105;20200213225545;-19.800661;-43.978892;10480;0;3896;0;0;3743
105;20200213225542;-19.907076;-43.919402;20702;27;624;9;2;10680
105;20200213225414;-19.863206;-43.921027;20920;0;579;0;0;3945
105;20200213225543;-19.924527;-43.927709;30353;32;416;61;1;17955
105;20200213225543;-19.963753;-43.964290;30847;0;33;0;0;6593
105;20200213225548;-19.826620;-43.975364;10985;40;493;114;1;7664
105;20200213225536;-19.925901;-44.013092;30659;13;3357;343;1;0
105;20200213225543;-19.965286;-43.988115;40622;0;7119;0;1;20519
105;20200213225541;-19.916159;-43.940503;10503;20;305;106;1;9933
105;20200213225415;-19.876124;-43.907241;40773;0;5710;0;0;8460
105;20200213225538;-19.863533;-43.927058;40832;6;6798;42;1;21556
105;20200213225542;-19.843246;-43.936960;20844;28;807;5;1;3764
105;20200213225527;-19.961812;-43.989466;31008;0;1115;0;0;5281
105;20200213225547;-19.897425;-43.890182;40339;22;3405;71;2;15301
105;20200213225413;-19.894432;-43.951779;10685;0;337;0;1;17593
105;20200213225414;-19.874477;-43.909703;10465;0;3835;0;0;5900
105;20200213225543;-19.838525;-43.936817;10830;0;3740;0;0;4927
105;20200213225542;-19.919475;-43.896737;20284;33;648;66;2;10909
105;20200213225413;-19.876520;-43.906167;20840;0;872;0;0;10956
105;20200213225534;-19.885502;-43.979510;10141;0;394;0;0;3759
105;20200213225313;-19.885318;-43.963556;20718;0;734;0;2;11649
105;20200213225521;-19.927439;-43.909331;40471;32;10;42;1;0
105;20200213225412;-19.919681;-43.997205;40847;0;100;0;0;6171
105;20200213225531;-19.873933;-43.909241;20713;0;3835;0;0;6253
105;20200213225539;-19.810062;-43.970141;10695;0;550;0;1;40881
105;20200213225411;-20.020324;-44.028897;10353;0;1022;0;0;6915
105;20200213225541;-19.920295;-43.996262;31038;0;1582;0;1;33273
105;20200213225411;-19.829988;-44.013578;10741;0;296;0;0;1531
105;20200213225545;-20.004251;-44.005585;30728;0;922;0;1;6638
105;20200213225546;-19.842787;-43.967239;40500;0;5559;0;1;20439
105;20200213225513;-19.863943;-43.928082;20714;20;5541;61;1;17034
105;20200213225536;-19.851829;-43.927585;20904;0;3693;0;0;1848
105;20200213225543;-19.969408;-43.962738;40494;31;592;87;2;1697
105;20200213225411;-19.919957;-43.996078;40725;0;739;0;2;16443
105;20200213225343;-19.964284;-43.963660;40537;0;33;125;0;6275
105;20200213225545;-19.910554;-43.909247;20757;37;679;153;1;4974
105;20200213225412;-19.797219;-44.012845;20474;0;495;0;0;5411
105;20200213225544;-19.892731;-43.969754;30918;0;353;0;2;18329
105;20200213225543;-19.806406;-43.970158;10869;17;1920;335;1;3144
105;20200213225544;-19.922379;-43.927997;30268;30;407;149;1;11825
105;20200213225533;-19.852579;-43.927404;20401;0;1623;74;0;2081
105;20200213225413;-19.919343;-43.888713;20657;0;695;0
105;20200213225540;-19.835476;-43.957159;11098;23;6842;14;1;3635
105;20200213225413;-19.862921;-43.920956;20543;0;5284;0;0;1655
105;20200213225407;-19.847525;-43.984241;10467;25;6808;308;0;2029
105;20200213225408;-19.884852;-43.980412;40816;0;5979;0
105;20200213225543;-19.934569;-43.937771;10519;1;725;351;1;3444
105;20200213225413;-19.797543;-44.011720;20623;0;5602;0;0;5088
105;20200213225545;-19.973169;-44.013960;30937;50;905;131;1;25443
105;20200213225515;-19.926972;-43.946234;10697;40;550;13;1;21020
105;20200213225545;-19.973481;-44.020329;20838;0;821;0;1;0
105;20200213225543;-19.796289;-44.011131;11153;3;5574;3;0;0
105;20200213225542;-19.961377;-44.014579;30835;28;899;210;1;2777
105;20200213225413;-19.988185;-44.034982;30769;0;243;0;0;5244
105;20200213225411;-19.953001;-43.969941;30699;3;6640;176
105;20200213225546;-19.863627;-43.959166;20369;0;826;0;1;24173
105;20200213225543;-19.906983;-43.943459;10770;10;5620;169;1;7640
105;20200213225409;-19.801020;-43.978113;10678;0;5777;0
105;20200213225546;-19.903849;-44.007923;10646;20;374;257;2;17768
105;20200213225412;-19.902241;-43.964138;11092;0;710;0
105;20200213225414;-19.864532;-43.894594;20579;0;952;0;0;6468
105;20200213225545;-19.964108;-43.963960;40736;0;962;0;0;9661
105;20200213225243;-19.903779;-44.016878;40448;39;364;337;1;26057
105;20200213225545;-19.864087;-43.894011;20581;0;407;0;0;1013
105;20200213225542;-19.989203;-43.971581;31050;48;4021;147;1;16604
105;20200213225413;-19.863665;-43.921238;20306;0;5538;0;0;2156
